Scenario,Setpoint_g,TrialNo,LogPath,Column,LogValue,DatasetValue,AbsoluteDifference,Tolerance,Status,Notes
Fixed PID,20.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial05.txt,Duration_s,27.501,27.5,0.0010000000000012221,0.01,MATCH,Within tolerance
Fixed PID,20.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial05.txt,RiseTime_10_90_s,,23.239,,0.01,MISMATCH,One is NaN
Fixed PID,20.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial05.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Fixed PID,20.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial05.txt,BridgingCount,2,2,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial05.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,FinalMass_g,19.47,19.47,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,FinalError_g,-0.5300000000000011,-0.53,1.1102230246251565e-15,0.01,MATCH,Within tolerance
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,AbsError_pct,2.6500000000000057,2.67,0.019999999999994245,0.01,MISMATCH,Outside tolerance
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,Duration_s,33.699,33.7,0.0010000000000047748,0.01,MATCH,Within tolerance
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,RiseTime_10_90_s,24.53,24.53,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,SettlingTime_s,27.331,27.331,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,FinalMass_g,20.85,20.85,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,FinalError_g,0.8500000000000014,0.85,1.4432899320127035e-15,0.01,MATCH,Within tolerance
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,AbsError_pct,4.250000000000007,4.25,7.105427357601002e-15,0.01,MATCH,Within tolerance
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,MaxOvershoot_pct,0.0,4.25,4.25,0.01,MISMATCH,Outside tolerance
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,Duration_s,16.399,16.4,0.0009999999999976694,0.01,MATCH,Within tolerance
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,RiseTime_10_90_s,10.587,10.587,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,SettlingTime_s,,14.936,,0.01,MISMATCH,One is NaN
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,FinalMass_g,19.58,19.58,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,FinalError_g,-0.4200000000000017,-0.42,1.7208456881689926e-15,0.01,MATCH,Within tolerance
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,AbsError_pct,2.1000000000000085,2.08,0.020000000000008455,0.01,MISMATCH,Outside tolerance
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,Duration_s,33.956,33.96,0.003999999999997783,0.01,MATCH,Within tolerance
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,RiseTime_10_90_s,,31.76,,0.01,MISMATCH,One is NaN
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,SettlingTime_s,,32.494,,0.01,MISMATCH,One is NaN
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,FinalMass_g,20.14,20.14,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,FinalError_g,0.14000000000000057,0.14,5.551115123125783e-16,0.01,MATCH,Within tolerance
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,AbsError_pct,0.7000000000000028,0.68,0.020000000000002793,0.01,MISMATCH,Outside tolerance
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,MaxOvershoot_pct,0.0,0.68,0.68,0.01,MISMATCH,Outside tolerance
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,Duration_s,22.853,22.85,0.0030000000000001137,0.01,MATCH,Within tolerance
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,RiseTime_10_90_s,16.525,16.525,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,SettlingTime_s,21.132,21.132,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial09.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,FinalMass_g,20.92,20.92,0.0,0.01,MATCH,Within tolerance
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,FinalError_g,0.9200000000000017,0.92,1.6653345369377348e-15,0.01,MATCH,Within tolerance
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,AbsError_pct,4.6000000000000085,4.58,0.020000000000008455,0.01,MISMATCH,Outside tolerance
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,MaxOvershoot_pct,0.0,4.58,4.58,0.01,MISMATCH,Outside tolerance
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,Duration_s,21.303,21.3,0.0030000000000001137,0.01,MATCH,Within tolerance
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,RiseTime_10_90_s,,19.107,,0.01,MISMATCH,One is NaN
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,SettlingTime_s,,19.841,,0.01,MISMATCH,One is NaN
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,BridgingCount,2,2,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,data/pengujian_final/log_160_trial/fixed_pid/SP20/Fixed PID_SP20_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,FinalMass_g,24.86,24.86,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,FinalError_g,-0.14000000000000057,-0.14,5.551115123125783e-16,0.01,MATCH,Within tolerance
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,AbsError_pct,0.5600000000000023,0.56,2.220446049250313e-15,0.01,MATCH,Within tolerance
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,Duration_s,41.448,41.45,0.0020000000000024443,0.01,MATCH,Within tolerance
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,RiseTime_10_90_s,35.119,35.119,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,SettlingTime_s,37.661,37.661,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,FinalMass_g,24.75,24.75,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,FinalError_g,-0.25,-0.25,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,AbsError_pct,1.0,1.01,0.010000000000000009,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,Duration_s,24.922,24.92,0.0019999999999988916,0.01,MATCH,Within tolerance
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,RiseTime_10_90_s,18.593,18.593,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,SettlingTime_s,23.201,23.201,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,FinalMass_g,24.77,24.77,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,FinalError_g,-0.23000000000000043,-0.23,4.163336342344337e-16,0.01,MATCH,Within tolerance
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,AbsError_pct,0.9200000000000017,0.93,0.009999999999998344,0.01,MATCH,Within tolerance
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,Duration_s,64.172,64.17,0.001999999999995339,0.01,MATCH,Within tolerance
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,RiseTime_10_90_s,48.289,48.289,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,SettlingTime_s,57.803,57.803,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,BridgingCount,7,7,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,FinalMass_g,24.38,24.38,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,FinalError_g,-0.620000000000001,-0.62,9.992007221626409e-16,0.01,MATCH,Within tolerance
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,AbsError_pct,2.480000000000004,2.47,0.010000000000003784,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,Duration_s,52.041,52.04,0.0009999999999976694,0.01,MATCH,Within tolerance
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,RiseTime_10_90_s,18.595,18.595,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,SettlingTime_s,45.93,45.93,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,FinalMass_g,26.19,26.19,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,FinalError_g,1.1900000000000013,1.19,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,AbsError_pct,4.760000000000005,4.78,0.019999999999995133,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,MaxOvershoot_pct,0.0,4.78,4.78,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,Duration_s,31.119,31.12,0.0010000000000012221,0.01,MATCH,Within tolerance
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,RiseTime_10_90_s,,27.115,,0.01,MISMATCH,One is NaN
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,SettlingTime_s,,29.657,,0.01,MISMATCH,One is NaN
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,BridgingCount,4,4,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,FinalMass_g,25.6,25.6,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,FinalError_g,0.6000000000000014,0.6,1.4432899320127035e-15,0.01,MATCH,Within tolerance
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,AbsError_pct,2.4000000000000057,2.4,5.773159728050814e-15,0.01,MATCH,Within tolerance
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,MaxOvershoot_pct,0.0,2.4,2.4,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,Duration_s,30.863,30.86,0.0030000000000001137,0.01,MATCH,Within tolerance
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,RiseTime_10_90_s,20.919,20.919,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,SettlingTime_s,28.368,28.368,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,FinalMass_g,31.19,31.19,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,FinalError_g,6.190000000000001,6.19,8.881784197001252e-16,0.01,MATCH,Within tolerance
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,AbsError_pct,24.760000000000005,24.78,0.01999999999999602,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,MaxOvershoot_pct,0.0,24.78,24.78,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,Duration_s,58.491,58.49,0.0009999999999976694,0.01,MATCH,Within tolerance
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,RiseTime_10_90_s,52.163,52.163,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,BridgingCount,10,10,,EXACT,MATCH,Exact match
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Fixed PID,25.0,7,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,FinalMass_g,25.59,25.59,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,FinalError_g,0.5899999999999999,0.59,1.1102230246251565e-16,0.01,MATCH,Within tolerance
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,AbsError_pct,2.3599999999999994,2.38,0.020000000000000462,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,MaxOvershoot_pct,0.0,2.38,2.38,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,Duration_s,70.111,70.11,0.0010000000000047748,0.01,MATCH,Within tolerance
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,RiseTime_10_90_s,45.706,45.706,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,SettlingTime_s,66.325,66.583,0.25799999999999557,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,BridgingCount,6,6,,EXACT,MATCH,Exact match
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,8,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,FinalMass_g,25.37,25.37,0.0,0.01,MATCH,Within tolerance
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,FinalError_g,0.370000000000001,0.37,9.992007221626409e-16,0.01,MATCH,Within tolerance
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,AbsError_pct,1.480000000000004,1.48,3.9968028886505635e-15,0.01,MATCH,Within tolerance
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,MaxOvershoot_pct,0.0,1.48,1.48,0.01,MISMATCH,Outside tolerance
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,Duration_s,49.455,49.46,0.005000000000002558,0.01,MATCH,Within tolerance
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,RiseTime_10_90_s,,45.45,,0.01,MISMATCH,One is NaN
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,SettlingTime_s,,47.992,,0.01,MISMATCH,One is NaN
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,BridgingCount,8,8,,EXACT,MATCH,Exact match
Fixed PID,25.0,9,data/pengujian_final/log_160_trial/fixed_pid/SP25/Fixed PID_SP25_trial09.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
