Scenario,Setpoint_g,TrialNo,Column,RegeneratedValue,CanonicalValue,AbsoluteDifference,Tolerance,Status,Notes
Fixed PID,20.0,4,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,TrialNo,4,4,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,FileName,Fixed PID_SP20_trial04.txt,Fixed PID_SP20_trial04.txt,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,FinalMass_g,20.23,20.23,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,FinalError_g,0.23,0.23,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,FinalError_pct,1.14,1.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,AbsError_g,0.23,0.23,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,AbsError_pct,1.14,1.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,MaxOvershoot_g,0.23,0.23,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,MaxOvershoot_pct,1.14,1.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,Duration_s,31.12,31.12,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,4,TimeTo90_s,26.04,26.04,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,4,RiseTime_10_90_s,23.24,23.24,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,4,SettlingTime_s,29.655,29.655,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,4,BridgingCount,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,4,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,4,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,TrialNo,5,5,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,FileName,Fixed PID_SP20_trial05.txt,Fixed PID_SP20_trial05.txt,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,FinalMass_g,29.05,29.05,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,5,FinalError_g,9.05,9.05,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,5,FinalError_pct,45.26,45.26,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,5,AbsError_g,9.05,9.05,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,5,AbsError_pct,45.26,45.26,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,5,MaxOvershoot_g,9.05,9.05,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,5,MaxOvershoot_pct,45.26,45.26,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,5,Duration_s,27.5,27.5,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,5,TimeTo90_s,26.039,26.039,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,5,RiseTime_10_90_s,23.239,23.239,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,5,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Fixed PID,20.0,5,BridgingCount,2,2,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,5,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,5,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,TrialNo,6,6,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,FileName,Fixed PID_SP20_trial06.txt,Fixed PID_SP20_trial06.txt,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,FinalMass_g,19.47,19.47,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,FinalError_g,-0.53,-0.53,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,FinalError_pct,-2.67,-2.67,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,AbsError_g,0.53,0.53,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,AbsError_pct,2.67,2.67,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,Duration_s,33.7,33.7,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,6,TimeTo90_s,25.265,25.265,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,6,RiseTime_10_90_s,24.53,24.53,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,6,SettlingTime_s,27.331,27.331,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,6,BridgingCount,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,6,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,6,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,TrialNo,7,7,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,FileName,Fixed PID_SP20_trial07.txt,Fixed PID_SP20_trial07.txt,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,FinalMass_g,20.85,20.85,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,FinalError_g,0.85,0.85,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,FinalError_pct,4.25,4.25,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,AbsError_g,0.85,0.85,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,AbsError_pct,4.25,4.25,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,MaxOvershoot_g,0.85,0.85,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,MaxOvershoot_pct,4.25,4.25,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,Duration_s,16.4,16.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,7,TimeTo90_s,13.129,13.129,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,7,RiseTime_10_90_s,10.587,10.587,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,7,SettlingTime_s,14.936,14.936,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,7,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,7,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,7,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,TrialNo,8,8,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,FileName,Fixed PID_SP20_trial08.txt,Fixed PID_SP20_trial08.txt,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,FinalMass_g,19.58,19.58,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,FinalError_g,-0.42,-0.42,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,FinalError_pct,-2.08,-2.08,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,AbsError_g,0.42,0.42,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,AbsError_pct,2.08,2.08,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,Duration_s,33.96,33.96,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,8,TimeTo90_s,32.494,32.494,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,8,RiseTime_10_90_s,31.76,31.76,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,8,SettlingTime_s,32.494,32.494,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,8,BridgingCount,4,4,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,8,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,8,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,TrialNo,9,9,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,FileName,Fixed PID_SP20_trial09.txt,Fixed PID_SP20_trial09.txt,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,FinalMass_g,20.14,20.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,FinalError_g,0.14,0.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,FinalError_pct,0.68,0.68,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,AbsError_g,0.14,0.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,AbsError_pct,0.68,0.68,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,MaxOvershoot_g,0.14,0.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,MaxOvershoot_pct,0.68,0.68,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,Duration_s,22.85,22.85,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,9,TimeTo90_s,17.259,17.259,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,9,RiseTime_10_90_s,16.525,16.525,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,9,SettlingTime_s,21.132,21.132,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,9,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,9,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,9,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,TrialNo,10,10,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,FileName,Fixed PID_SP20_trial10.txt,Fixed PID_SP20_trial10.txt,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,FinalMass_g,20.92,20.92,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,FinalError_g,0.92,0.92,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,FinalError_pct,4.58,4.58,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,AbsError_g,0.92,0.92,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,AbsError_pct,4.58,4.58,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,MaxOvershoot_g,0.92,0.92,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,MaxOvershoot_pct,4.58,4.58,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,Duration_s,21.3,21.3,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,10,TimeTo90_s,19.841,19.841,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,10,RiseTime_10_90_s,19.107,19.107,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,10,SettlingTime_s,19.841,19.841,0.0,0.005,MATCH,Within tolerance
Fixed PID,20.0,10,BridgingCount,2,2,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,20.0,10,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,20.0,10,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,TrialNo,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,FileName,Fixed PID_SP25_trial01.txt,Fixed PID_SP25_trial01.txt,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,FinalMass_g,24.86,24.86,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,FinalError_g,-0.14,-0.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,FinalError_pct,-0.56,-0.56,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,AbsError_g,0.14,0.14,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,AbsError_pct,0.56,0.56,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,Duration_s,41.45,41.45,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,1,TimeTo90_s,37.661,37.661,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,1,RiseTime_10_90_s,35.119,35.119,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,1,SettlingTime_s,37.661,37.661,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,1,BridgingCount,4,4,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,1,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,1,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,TrialNo,2,2,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,FileName,Fixed PID_SP25_trial02.txt,Fixed PID_SP25_trial02.txt,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,FinalMass_g,24.75,24.75,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,FinalError_g,-0.25,-0.25,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,FinalError_pct,-1.01,-1.01,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,AbsError_g,0.25,0.25,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,AbsError_pct,1.01,1.01,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,Duration_s,24.92,24.92,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,2,TimeTo90_s,21.135,21.135,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,2,RiseTime_10_90_s,18.593,18.593,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,2,SettlingTime_s,23.201,23.201,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,2,BridgingCount,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,2,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,2,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,TrialNo,3,3,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,FileName,Fixed PID_SP25_trial03.txt,Fixed PID_SP25_trial03.txt,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,FinalMass_g,24.77,24.77,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,FinalError_g,-0.23,-0.23,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,FinalError_pct,-0.93,-0.93,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,AbsError_g,0.23,0.23,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,AbsError_pct,0.93,0.93,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,Duration_s,64.17,64.17,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,3,TimeTo90_s,50.831,50.831,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,3,RiseTime_10_90_s,48.289,48.289,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,3,SettlingTime_s,57.803,57.803,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,3,BridgingCount,7,7,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,3,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,3,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,TrialNo,4,4,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,FileName,Fixed PID_SP25_trial04.txt,Fixed PID_SP25_trial04.txt,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,FinalMass_g,24.38,24.38,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,FinalError_g,-0.62,-0.62,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,FinalError_pct,-2.47,-2.47,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,AbsError_g,0.62,0.62,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,AbsError_pct,2.47,2.47,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,Duration_s,52.04,52.04,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,4,TimeTo90_s,21.137,21.137,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,4,RiseTime_10_90_s,18.595,18.595,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,4,SettlingTime_s,45.93,45.93,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,4,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,4,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,4,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,TrialNo,5,5,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,FileName,Fixed PID_SP25_trial05.txt,Fixed PID_SP25_trial05.txt,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,FinalMass_g,26.19,26.19,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,FinalError_g,1.19,1.19,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,FinalError_pct,4.78,4.78,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,AbsError_g,1.19,1.19,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,AbsError_pct,4.78,4.78,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,MaxOvershoot_g,1.19,1.19,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,MaxOvershoot_pct,4.78,4.78,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,Duration_s,31.12,31.12,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,5,TimeTo90_s,29.657,29.657,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,5,RiseTime_10_90_s,27.115,27.115,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,5,SettlingTime_s,29.657,29.657,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,5,BridgingCount,4,4,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,5,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,5,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,TrialNo,6,6,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,FileName,Fixed PID_SP25_trial06.txt,Fixed PID_SP25_trial06.txt,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,FinalMass_g,25.6,25.6,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,FinalError_g,0.6,0.6,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,FinalError_pct,2.4,2.4,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,AbsError_g,0.6,0.6,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,AbsError_pct,2.4,2.4,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,MaxOvershoot_g,0.6,0.6,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,MaxOvershoot_pct,2.4,2.4,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,Duration_s,30.86,30.86,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,6,TimeTo90_s,23.461,23.461,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,6,RiseTime_10_90_s,20.919,20.919,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,6,SettlingTime_s,28.368,28.368,0.0,0.005,MATCH,Within tolerance
Fixed PID,25.0,6,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,25.0,6,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,25.0,6,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,25.0,7,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,7,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,25.0,7,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Fixed PID,25.0,7,TrialNo,7,7,,EXACT,MATCH,Exact match
